state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LIB,inc_CUP,inc_LBR,inc_DSA,inc_STY,inc_NAT,inc_PRG
53,WA,LIB_1,LIB,14.67,0.0,2.75,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0
53,WA,POP_1,POP,6.83,3.59,0.0,0.0,0.81,1.38,0.0,5.56,1.01,7.59,0.0
53,WA,PRG_1,PRG,13.91,0.0,0.0,0.89,0.83,0.0,0.0,4.14,0.0,0.0,0.0
54,WV,CON_1,CON,22.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,CUP_1,CUP,11.1,0.94,4.64,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,LBR_1,LBR,13.72,0.0,2.11,0.0,0.0,3.26,0.0,0.0,4.26,0.0,0.0
54,WV,NAT_1,NAT,12.58,1.84,0.0,0.0,15.51,0.0,0.69,0.0,0.0,0.0,0.0
54,WV,STY_1,STY,10.22,0.55,1.98,5.44,0.0,0.0,0.0,3.82,0.0,0.0,0.0
55,WI,CON_1,CON,23.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0
55,WI,CON_2,CON,0.0,6.4,5.77,5.74,0.74,1.37,0.0,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,12.28,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0
55,WI,LIB_1,LIB,11.21,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63
55,WI,POP_1,POP,8.59,0.0,0.0,0.0,6.17,0.55,0.0,0.0,7.41,4.32,0.0
56,WY,CON_1,CON,30.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,12.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54,0.0
56,WY,CUP_1,CUP,7.16,4.0,2.43,0.51,0.0,0.0,5.05,0.0,0.63,0.0,0.0
56,WY,LIB_1,LIB,13.74,0.0,0.88,0.0,0.0,0.0,8.8,0.0,0.0,0.0,1.68
56,WY,POP_1,POP,16.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0
